Description,InvoiceMonth,TotalPrice,Year,Month,prev_month_sales,rolling_3m_avg,sales_delta,is_holiday_month
CAMOUFLAGE DESIGN TEDDY,2011-03-01,216.9,2011,3,307.5,176.5,40.400000000000006,0
CAMOUFLAGE DESIGN TEDDY,2011-04-01,506.55,2011,4,216.9,343.65000000000003,162.89999999999998,1
CAMOUFLAGE DESIGN TEDDY,2011-05-01,310.05,2011,5,506.55,344.5,-34.44999999999999,1
CAMOUFLAGE DESIGN TEDDY,2011-06-01,22.95,2011,6,310.05,279.85,-256.90000000000003,0
CAMOUFLAGE DESIGN TEDDY,2011-07-01,819.15,2011,7,22.95,384.05,435.09999999999997,0
CAMOUFLAGE DESIGN TEDDY,2011-08-01,537.15,2011,8,819.15,459.75,77.39999999999998,0
CAMOUFLAGE DESIGN TEDDY,2011-09-01,508.35,2011,9,537.15,621.5500000000001,-113.20000000000005,0
CAMOUFLAGE LED TORCH,2010-01-01,192.66,2010,1,535.73,364.195,-171.535,1
CAMOUFLAGE LED TORCH,2010-02-01,172.38,2010,2,192.66,300.25666666666666,-127.87666666666667,0
CAMOUFLAGE LED TORCH,2010-03-01,544.61,2010,3,172.38,303.21666666666664,241.39333333333337,0
CAMOUFLAGE LED TORCH,2010-04-01,547.56,2010,4,544.61,421.51666666666665,126.0433333333333,1
CAMOUFLAGE LED TORCH,2010-05-01,226.46,2010,5,547.56,439.54333333333335,-213.08333333333334,1
CAMOUFLAGE LED TORCH,2010-06-01,141.25,2010,6,226.46,305.09,-163.83999999999997,0
CAMOUFLAGE LED TORCH,2010-07-01,131.82,2010,7,141.25,166.51000000000002,-34.690000000000026,0
CAMOUFLAGE LED TORCH,2010-08-01,415.67,2010,8,131.82,229.58,186.09,0
CAMOUFLAGE LED TORCH,2010-09-01,444.47,2010,9,415.67,330.65333333333336,113.81666666666666,0
CAMOUFLAGE LED TORCH,2010-10-01,1105.26,2010,10,444.47,655.1333333333333,450.12666666666667,0
CAMOUFLAGE LED TORCH,2010-11-01,1071.46,2010,11,1105.26,873.73,197.73000000000002,0
CAMOUFLAGE LED TORCH,2010-12-01,1064.22,2010,12,1071.46,1080.3133333333335,-16.093333333333476,1
CAMOUFLAGE LED TORCH,2011-01-01,20.28,2011,1,1064.22,718.6533333333335,-698.3733333333336,1
CAMOUFLAGE LED TORCH,2011-02-01,135.2,2011,2,20.28,406.56666666666666,-271.3666666666667,0
CAMOUFLAGE LED TORCH,2011-03-01,283.92,2011,3,135.2,146.46666666666667,137.45333333333335,0
CAMOUFLAGE LED TORCH,2011-04-01,212.94,2011,4,283.92,210.68666666666664,2.2533333333333587,1
CAMOUFLAGE LED TORCH,2011-05-01,162.24,2011,5,212.94,219.70000000000002,-57.46000000000001,1
CAMOUFLAGE LED TORCH,2011-06-01,471.44,2011,6,162.24,282.20666666666665,189.23333333333335,0
CAMOUFLAGE LED TORCH,2011-07-01,27.04,2011,7,471.44,220.24,-193.20000000000002,0
CAMOUFLAGE LED TORCH,2011-08-01,295.68,2011,8,27.04,264.72,30.95999999999998,0
CAMOUFLAGE LED TORCH,2011-09-01,754.92,2011,9,295.68,359.2133333333333,395.70666666666665,0
CAMOUFLAGE LED TORCH,2011-10-01,599.88,2011,10,754.92,550.16,49.72000000000003,0
CAMOUFLAGE LED TORCH,2011-11-01,593.19,2011,11,599.88,649.33,-56.139999999999986,0
CAMOUFLAGE LED TORCH,2011-12-01,123.37,2011,12,593.19,438.81333333333333,-315.4433333333333,1
CANDLEHOLDER PINK HANGING HEART,2010-10-01,3489.47,2010,10,1023.5,2256.4849999999997,1232.9850000000001,0
CANDLEHOLDER PINK HANGING HEART,2010-11-01,1163.2,2010,11,3489.47,1892.0566666666664,-728.8566666666663,0
CANDLEHOLDER PINK HANGING HEART,2010-12-01,871.2,2010,12,1163.2,1841.29,-970.0899999999999,1
CANDLEHOLDER PINK HANGING HEART,2011-01-01,679.6,2011,1,871.2,904.6666666666666,-225.0666666666666,1
CANDLEHOLDER PINK HANGING HEART,2011-02-01,843.0,2011,2,679.6,797.9333333333334,45.066666666666606,0
CANDLEHOLDER PINK HANGING HEART,2011-03-01,638.15,2011,3,843.0,720.25,-82.10000000000002,0
CANDLEHOLDER PINK HANGING HEART,2011-04-01,408.05,2011,4,638.15,629.7333333333333,-221.68333333333334,1
CANDLEHOLDER PINK HANGING HEART,2011-05-01,865.25,2011,5,408.05,637.15,228.10000000000002,1
CANDLEHOLDER PINK HANGING HEART,2011-06-01,453.3,2011,6,865.25,575.5333333333333,-122.23333333333329,0
CANDLEHOLDER PINK HANGING HEART,2011-07-01,328.55,2011,7,453.3,549.0333333333333,-220.4833333333333,0
CANDLEHOLDER PINK HANGING HEART,2011-08-01,399.2,2011,8,328.55,393.68333333333334,5.5166666666666515,0
CANDLEHOLDER PINK HANGING HEART,2011-09-01,316.09,2011,9,399.2,347.94666666666666,-31.856666666666683,0
CANDLEHOLDER PINK HANGING HEART,2011-10-01,289.94,2011,10,316.09,335.07666666666665,-45.136666666666656,0
CARD HOLDER GINGHAM HEART,2010-08-01,1433.4,2010,8,244.8,839.1,594.3000000000001,0
CARD HOLDER GINGHAM HEART,2010-09-01,1328.7,2010,9,1433.4,1002.3000000000001,326.4,0
CARD HOLDER GINGHAM HEART,2010-10-01,1022.55,2010,10,1328.7,1261.5500000000002,-239.00000000000023,0
CARD HOLDER GINGHAM HEART,2010-11-01,805.8,2010,11,1022.55,1052.3500000000001,-246.55000000000018,0
CARD HOLDER GINGHAM HEART,2010-12-01,221.85,2010,12,805.8,683.4,-461.54999999999995,1
CARD HOLDER GINGHAM HEART,2011-01-01,211.65,2011,1,221.85,413.09999999999997,-201.44999999999996,1
CARD HOLDER GINGHAM HEART,2011-02-01,20.4,2011,2,211.65,151.29999999999998,-130.89999999999998,0
CARD HOLDER GINGHAM HEART,2011-06-01,69.36,2011,6,20.4,100.47000000000001,-31.110000000000014,0
CARD HOLDER GINGHAM HEART,2011-07-01,43.35,2011,7,69.36,44.37,-1.019999999999996,0
CARD HOLDER GINGHAM HEART,2011-08-01,170.51,2011,8,43.35,94.40666666666668,76.10333333333331,0
CARD HOLDER GINGHAM HEART,2011-09-01,341.03,2011,9,170.51,184.96333333333334,156.06666666666663,0
CARD HOLDER GINGHAM HEART,2011-10-01,355.49,2011,10,341.03,289.01,66.48000000000002,0
CARD HOLDER GINGHAM HEART,2011-11-01,346.86,2011,11,355.49,347.79333333333335,-0.9333333333333371,0
CARD HOLDER GINGHAM HEART,2011-12-01,46.26,2011,12,346.86,249.53666666666666,-203.27666666666667,1
CARDHOLDER HOLLY WREATH METAL,2010-08-01,327.72,2010,8,71.25,199.485,128.235,0
CARDHOLDER HOLLY WREATH METAL,2010-09-01,2557.83,2010,9,327.72,985.6,1572.23,0
CARDHOLDER HOLLY WREATH METAL,2010-10-01,858.75,2010,10,2557.83,1248.1000000000001,-389.35000000000014,0
CARDHOLDER HOLLY WREATH METAL,2010-11-01,1036.47,2010,11,858.75,1484.3500000000001,-447.8800000000001,0
CARDHOLDER HOLLY WREATH METAL,2010-12-01,157.5,2010,12,1036.47,684.2400000000001,-526.7400000000001,1
CARDHOLDER HOLLY WREATH METAL,2011-07-01,45.0,2011,7,157.5,412.99,-367.99,0
CARDHOLDER HOLLY WREATH METAL,2011-08-01,86.25,2011,8,45.0,96.25,-10.0,0
CARDHOLDER HOLLY WREATH METAL,2011-09-01,427.83,2011,9,86.25,186.35999999999999,241.47,0
CARDHOLDER HOLLY WREATH METAL,2011-10-01,451.39,2011,10,427.83,321.8233333333333,129.56666666666666,0
CARDHOLDER HOLLY WREATH METAL,2011-11-01,639.56,2011,11,451.39,506.26,133.29999999999995,0
CARDHOLDER HOLLY WREATH METAL,2011-12-01,142.3,2011,12,639.56,411.08333333333326,-268.78333333333325,1
CARRIAGE,2010-01-01,150.0,2010,1,350.0,250.0,-100.0,1
CARRIAGE,2010-02-01,200.0,2010,2,150.0,233.33333333333334,-33.33333333333334,0
CARRIAGE,2010-03-01,400.0,2010,3,200.0,250.0,150.0,0
CARRIAGE,2010-04-01,350.0,2010,4,400.0,316.6666666666667,33.333333333333314,1
CARRIAGE,2010-05-01,200.0,2010,5,350.0,316.6666666666667,-116.66666666666669,1
CARRIAGE,2010-06-01,450.0,2010,6,200.0,333.3333333333333,116.66666666666669,0
CARRIAGE,2010-07-01,660.0,2010,7,450.0,436.6666666666667,223.33333333333331,0
CARRIAGE,2010-08-01,550.0,2010,8,660.0,553.3333333333334,-3.3333333333333712,0
CARRIAGE,2010-09-01,400.0,2010,9,550.0,536.6666666666666,-136.66666666666663,0
CARRIAGE,2010-10-01,850.0,2010,10,400.0,600.0,250.0,0
CARRIAGE,2010-11-01,1300.0,2010,11,850.0,850.0,450.0,0
CARRIAGE,2010-12-01,800.0,2010,12,1300.0,983.3333333333334,-183.33333333333337,1
CARRIAGE,2011-01-01,200.0,2011,1,800.0,766.6666666666666,-566.6666666666666,1
CARRIAGE,2011-02-01,200.0,2011,2,200.0,400.0,-200.0,0
CARRIAGE,2011-03-01,700.0,2011,3,200.0,366.6666666666667,333.3333333333333,0
CARRIAGE,2011-04-01,400.0,2011,4,700.0,433.3333333333333,-33.333333333333314,1
CARRIAGE,2011-05-01,436.0,2011,5,400.0,512.0,-76.0,1
CARRIAGE,2011-06-01,500.0,2011,6,436.0,445.3333333333333,54.666666666666686,0
CARRIAGE,2011-07-01,500.0,2011,7,500.0,478.6666666666667,21.333333333333314,0
CARRIAGE,2011-08-01,350.0,2011,8,500.0,450.0,-100.0,0
CARRIAGE,2011-09-01,900.0,2011,9,350.0,583.3333333333334,316.66666666666663,0
CARRIAGE,2011-10-01,700.0,2011,10,900.0,650.0,50.0,0
CARRIAGE,2011-11-01,1100.0,2011,11,700.0,900.0,200.0,0
CARRIAGE,2011-12-01,150.0,2011,12,1100.0,650.0,-500.0,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-01-01,417.35,2010,1,209.8,313.57500000000005,103.77499999999998,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-02-01,662.9,2010,2,417.35,430.0166666666667,232.88333333333327,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-03-01,639.7,2010,3,662.9,573.3166666666667,66.38333333333333,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-04-01,721.9,2010,4,639.7,674.8333333333334,47.066666666666606,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-05-01,324.85,2010,5,721.9,562.15,-237.29999999999995,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-06-01,428.45,2010,6,324.85,491.73333333333335,-63.28333333333336,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-07-01,147.5,2010,7,428.45,300.26666666666665,-152.76666666666665,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-08-01,156.35,2010,8,147.5,244.10000000000002,-87.75000000000003,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-09-01,242.25,2010,9,156.35,182.03333333333333,60.21666666666667,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-10-01,330.4,2010,10,242.25,243.0,87.39999999999998,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-11-01,159.3,2010,11,330.4,243.98333333333335,-84.68333333333334,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2010-12-01,103.25,2010,12,159.3,197.65,-94.4,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-01-01,47.2,2011,1,103.25,103.25,-56.05,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-02-01,70.8,2011,2,47.2,73.75,-2.950000000000003,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-03-01,67.85,2011,3,70.8,61.949999999999996,5.899999999999999,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-04-01,44.25,2011,4,67.85,60.96666666666666,-16.71666666666666,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-05-01,198.0,2011,5,44.25,103.36666666666667,94.63333333333333,1
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-06-01,32.45,2011,6,198.0,91.56666666666666,-59.11666666666666,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-07-01,207.4,2011,7,32.45,145.95000000000002,61.44999999999999,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-08-01,115.4,2011,8,207.4,118.41666666666667,-3.0166666666666657,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-09-01,5.9,2011,9,115.4,109.56666666666666,-103.66666666666666,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-10-01,32.45,2011,10,5.9,51.25,-18.799999999999997,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-11-01,79.65,2011,11,32.45,39.333333333333336,40.31666666666667,0
CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-12-01,158.0,2011,12,79.65,90.03333333333335,67.96666666666665,1
CERAMIC CAKE BOWL + HANGING CAKES,2010-01-01,258.65,2010,1,400.6,329.625,-70.97500000000002,1
CERAMIC CAKE BOWL + HANGING CAKES,2010-02-01,253.2,2010,2,258.65,304.15000000000003,-50.950000000000045,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-03-01,404.65,2010,3,253.2,305.5,99.14999999999998,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-04-01,354.7,2010,4,404.65,337.51666666666665,17.183333333333337,1
CERAMIC CAKE BOWL + HANGING CAKES,2010-05-01,345.85,2010,5,354.7,368.3999999999999,-22.549999999999898,1
CERAMIC CAKE BOWL + HANGING CAKES,2010-06-01,351.75,2010,6,345.85,350.76666666666665,0.9833333333333485,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-07-01,579.25,2010,7,351.75,425.6166666666666,153.63333333333338,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-08-01,181.6,2010,8,579.25,370.8666666666666,-189.26666666666662,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-09-01,450.75,2010,9,181.6,403.8666666666666,46.88333333333338,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-10-01,494.65,2010,10,450.75,375.6666666666667,118.98333333333329,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-11-01,505.5,2010,11,494.65,483.6333333333334,21.866666666666617,0
CERAMIC CAKE BOWL + HANGING CAKES,2010-12-01,245.2,2010,12,505.5,415.1166666666666,-169.91666666666663,1
CERAMIC CAKE BOWL + HANGING CAKES,2011-01-01,341.6,2011,1,245.2,364.1000000000001,-22.500000000000057,1
CERAMIC CAKE BOWL + HANGING CAKES,2011-02-01,61.95,2011,2,341.6,216.25,-154.3,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-03-01,252.75,2011,3,61.95,218.76666666666665,33.98333333333335,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-04-01,190.45,2011,4,252.75,168.38333333333333,22.066666666666663,1
CERAMIC CAKE BOWL + HANGING CAKES,2011-05-01,158.0,2011,5,190.45,200.4,-42.400000000000006,1
CERAMIC CAKE BOWL + HANGING CAKES,2011-06-01,63.6,2011,6,158.0,137.35,-73.75,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-07-01,67.85,2011,7,63.6,96.48333333333333,-28.63333333333334,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-08-01,136.05,2011,8,67.85,89.16666666666667,46.88333333333334,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-09-01,90.15,2011,9,136.05,98.01666666666667,-7.86666666666666,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-10-01,122.6,2011,10,90.15,116.26666666666667,6.333333333333329,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-11-01,155.05,2011,11,122.6,122.60000000000001,32.45,0
CERAMIC CAKE BOWL + HANGING CAKES,2011-12-01,8.85,2011,12,155.05,95.5,-86.65,1
CERAMIC CAKE DESIGN SPOTTED MUG,2010-01-01,307.74,2010,1,531.64,419.69,-111.94999999999999,1
CERAMIC CAKE DESIGN SPOTTED MUG,2010-02-01,367.74,2010,2,307.74,402.3733333333333,-34.63333333333327,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-03-01,445.02,2010,3,367.74,373.5,71.51999999999998,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-04-01,271.58,2010,4,445.02,361.44666666666666,-89.86666666666667,1
CERAMIC CAKE DESIGN SPOTTED MUG,2010-05-01,456.34,2010,5,271.58,390.97999999999996,65.36000000000001,1
CERAMIC CAKE DESIGN SPOTTED MUG,2010-06-01,331.18,2010,6,456.34,353.0333333333333,-21.853333333333296,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-07-01,435.48,2010,7,331.18,407.6666666666667,27.813333333333333,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-08-01,341.61,2010,8,435.48,369.42333333333335,-27.813333333333333,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-09-01,401.21,2010,9,341.61,392.76666666666665,8.443333333333328,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-10-01,321.84,2010,10,401.21,354.8866666666666,-33.046666666666624,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-11-01,84.93,2010,11,321.84,269.32666666666665,-184.39666666666665,0
CERAMIC CAKE DESIGN SPOTTED MUG,2010-12-01,360.58,2010,12,84.93,255.7833333333333,104.79666666666668,1
CERAMIC CAKE DESIGN SPOTTED MUG,2011-01-01,357.01,2011,1,360.58,267.50666666666666,89.50333333333333,1
CERAMIC CAKE DESIGN SPOTTED MUG,2011-02-01,140.06,2011,2,357.01,285.88333333333327,-145.82333333333327,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-03-01,327.8,2011,3,140.06,274.95666666666665,52.84333333333336,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-04-01,186.65,2011,4,327.8,218.17,-31.519999999999982,1
CERAMIC CAKE DESIGN SPOTTED MUG,2011-05-01,86.42,2011,5,186.65,200.29,-113.86999999999999,1
CERAMIC CAKE DESIGN SPOTTED MUG,2011-06-01,65.56,2011,6,86.42,112.87666666666667,-47.31666666666666,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-07-01,108.77,2011,7,65.56,86.91666666666667,21.853333333333325,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-08-01,110.26,2011,8,108.77,94.86333333333333,15.396666666666675,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-09-01,50.66,2011,9,110.26,89.89666666666666,-39.236666666666665,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-10-01,111.75,2011,10,50.66,90.89,20.86,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-11-01,197.08,2011,11,111.75,119.83,77.25000000000001,0
CERAMIC CAKE DESIGN SPOTTED MUG,2011-12-01,44.7,2011,12,197.08,117.84333333333335,-73.14333333333335,1
CERAMIC CAKE STAND + HANGING CAKES,2010-01-01,734.7,2010,1,2278.75,1506.725,-772.0249999999999,1
CERAMIC CAKE STAND + HANGING CAKES,2010-02-01,704.85,2010,2,734.7,1239.4333333333332,-534.5833333333331,0
CERAMIC CAKE STAND + HANGING CAKES,2010-03-01,1694.95,2010,3,704.85,1044.8333333333333,650.1166666666668,0
CERAMIC CAKE STAND + HANGING CAKES,2010-04-01,1720.7,2010,4,1694.95,1373.5,347.20000000000005,1
CERAMIC CAKE STAND + HANGING CAKES,2010-05-01,995.05,2010,5,1720.7,1470.2333333333333,-475.1833333333334,1
CERAMIC CAKE STAND + HANGING CAKES,2010-06-01,2410.6,2010,6,995.05,1708.7833333333335,701.8166666666664,0
CERAMIC CAKE STAND + HANGING CAKES,2010-07-01,768.7,2010,7,2410.6,1391.4499999999998,-622.7499999999998,0
CERAMIC CAKE STAND + HANGING CAKES,2010-08-01,1718.45,2010,8,768.7,1632.5833333333333,85.86666666666679,0
CERAMIC CAKE STAND + HANGING CAKES,2010-11-01,2122.9,2010,11,1718.45,1536.6833333333334,586.2166666666667,0
CERAMIC CAKE STAND + HANGING CAKES,2010-12-01,985.1,2010,12,2122.9,1608.8166666666668,-623.7166666666668,1
CERAMIC CAKE STAND + HANGING CAKES,2011-01-01,781.15,2011,1,985.1,1296.3833333333334,-515.2333333333335,1
CERAMIC CAKE STAND + HANGING CAKES,2011-02-01,520.75,2011,2,781.15,762.3333333333334,-241.58333333333337,0
CERAMIC CAKE STAND + HANGING CAKES,2011-03-01,336.65,2011,3,520.75,546.1833333333334,-209.53333333333342,0
CERAMIC CAKE STAND + HANGING CAKES,2011-04-01,257.05,2011,4,336.65,371.48333333333335,-114.43333333333334,1
CERAMIC CAKE STAND + HANGING CAKES,2011-05-01,436.18,2011,5,257.05,343.29333333333335,92.88666666666666,1
CERAMIC CAKE STAND + HANGING CAKES,2011-06-01,159.2,2011,6,436.18,284.1433333333334,-124.94333333333338,0
CERAMIC CAKE STAND + HANGING CAKES,2011-07-01,147.6,2011,7,159.2,247.66,-100.06,0
CERAMIC CAKE STAND + HANGING CAKES,2011-08-01,616.95,2011,8,147.6,307.9166666666667,309.03333333333336,0
CERAMIC CAKE STAND + HANGING CAKES,2011-09-01,79.6,2011,9,616.95,281.3833333333334,-201.7833333333334,0
CERAMIC CAKE STAND + HANGING CAKES,2011-10-01,635.2,2011,10,79.6,443.9166666666667,191.28333333333336,0
CERAMIC CAKE STAND + HANGING CAKES,2011-11-01,396.35,2011,11,635.2,370.3833333333334,25.96666666666664,0
CERAMIC CAKE STAND + HANGING CAKES,2011-12-01,29.85,2011,12,396.35,353.8,-323.95,1
CERAMIC CHERRY CAKE MONEY BANK,2010-06-01,918.3,2010,6,261.0,589.65,328.65,0
CERAMIC CHERRY CAKE MONEY BANK,2010-07-01,490.7,2010,7,918.3,556.6666666666666,-65.96666666666664,0
CERAMIC CHERRY CAKE MONEY BANK,2010-08-01,538.05,2010,8,490.7,649.0166666666667,-110.9666666666667,0
CERAMIC CHERRY CAKE MONEY BANK,2010-09-01,404.55,2010,9,538.05,477.76666666666665,-73.21666666666664,0
CERAMIC CHERRY CAKE MONEY BANK,2010-10-01,519.2,2010,10,404.55,487.26666666666665,31.933333333333394,0
CERAMIC CHERRY CAKE MONEY BANK,2010-11-01,606.6,2010,11,519.2,510.1166666666666,96.4833333333334,0
CERAMIC CHERRY CAKE MONEY BANK,2010-12-01,580.2,2010,12,606.6,568.6666666666667,11.533333333333303,1
CERAMIC CHERRY CAKE MONEY BANK,2011-01-01,188.5,2011,1,580.2,458.4333333333334,-269.9333333333334,1
CERAMIC CHERRY CAKE MONEY BANK,2011-02-01,175.45,2011,2,188.5,314.7166666666667,-139.2666666666667,0
CERAMIC CHERRY CAKE MONEY BANK,2011-03-01,129.05,2011,3,175.45,164.33333333333334,-35.28333333333333,0
CERAMIC CHERRY CAKE MONEY BANK,2011-04-01,147.9,2011,4,129.05,150.79999999999998,-2.8999999999999773,1
CERAMIC CHERRY CAKE MONEY BANK,2011-05-01,187.05,2011,5,147.9,154.66666666666669,32.383333333333326,1
CERAMIC CHERRY CAKE MONEY BANK,2011-06-01,98.6,2011,6,187.05,144.51666666666668,-45.916666666666686,0
CERAMIC CHERRY CAKE MONEY BANK,2011-07-01,227.25,2011,7,98.6,170.96666666666667,56.28333333333333,0
CERAMIC CHERRY CAKE MONEY BANK,2011-08-01,55.1,2011,8,227.25,126.98333333333335,-71.88333333333335,0
CERAMIC CHERRY CAKE MONEY BANK,2011-09-01,248.05,2011,9,55.1,176.80000000000004,71.24999999999997,0
CERAMIC CHERRY CAKE MONEY BANK,2011-10-01,33.74,2011,10,248.05,112.29666666666668,-78.55666666666667,0
CERAMIC CHERRY CAKE MONEY BANK,2011-11-01,283.14,2011,11,33.74,188.31000000000003,94.82999999999996,0
CERAMIC CHERRY CAKE MONEY BANK,2011-12-01,224.25,2011,12,283.14,180.37666666666667,43.873333333333335,1
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-06-01,717.9,2010,6,150.8,434.35,283.54999999999995,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-07-01,470.3,2010,7,717.9,446.3333333333333,23.966666666666697,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-08-01,519.2,2010,8,470.3,569.1333333333333,-49.93333333333328,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-09-01,496.0,2010,9,519.2,495.1666666666667,0.8333333333333144,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-10-01,774.3,2010,10,496.0,596.5,177.79999999999995,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-11-01,938.85,2010,11,774.3,736.3833333333333,202.4666666666667,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2010-12-01,636.85,2010,12,938.85,783.3333333333334,-146.48333333333335,1
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-01-01,146.45,2011,1,636.85,574.0500000000001,-427.6000000000001,1
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-02-01,265.55,2011,2,146.45,349.6166666666666,-84.0666666666666,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-03-01,205.9,2011,3,265.55,205.96666666666667,-0.06666666666666288,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-04-01,53.65,2011,4,205.9,175.03333333333333,-121.38333333333333,1
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-05-01,191.4,2011,5,53.65,150.3166666666667,41.083333333333314,1
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-06-01,113.1,2011,6,191.4,119.38333333333333,-6.283333333333331,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-07-01,95.7,2011,7,113.1,133.4,-37.7,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-08-01,76.85,2011,8,95.7,95.21666666666665,-18.36666666666666,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-09-01,216.27,2011,9,76.85,129.60666666666668,86.66333333333333,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-10-01,100.94,2011,10,216.27,131.35333333333332,-30.413333333333327,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-11-01,264.9,2011,11,100.94,194.03666666666666,70.86333333333332,0
CERAMIC HEART FAIRY CAKE MONEY BANK,2011-12-01,127.72,2011,12,264.9,164.51999999999998,-36.79999999999998,1
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-06-01,1068.85,2010,6,638.3,853.5749999999999,215.27499999999998,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-07-01,666.15,2010,7,1068.85,791.0999999999999,-124.94999999999993,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-08-01,770.05,2010,8,666.15,835.0166666666668,-64.96666666666681,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-09-01,884.6,2010,9,770.05,773.5999999999999,111.00000000000011,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-10-01,1248.85,2010,10,884.6,967.8333333333334,281.01666666666654,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-11-01,1234.75,2010,11,1248.85,1122.7333333333333,112.01666666666665,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2010-12-01,989.5,2010,12,1234.75,1157.7,-168.20000000000005,1
CERAMIC STRAWBERRY CAKE MONEY BANK,2011-01-01,174.0,2011,1,989.5,799.4166666666666,-625.4166666666666,1
CERAMIC STRAWBERRY CAKE MONEY BANK,2011-02-01,453.6,2011,2,174.0,539.0333333333333,-85.43333333333328,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2011-03-01,331.65,2011,3,453.6,319.75,11.899999999999977,0
CERAMIC STRAWBERRY CAKE MONEY BANK,2011-04-01,134.85,2011,4,331.65,306.7,-171.85,1
CERAMIC STRAWBERRY CAKE MONEY BANK,2011-05-01,304.5,2011,5,134.85,257.0,47.5,1
